Category,Link
Not-Configuration,https://github.com/openstack/puppet-vswitch/blob/master/releasenotes/notes/mitaka_features-9ac623e2507113ea.yaml
Not-Configuration,https://github.com/openstack/glance/blob/master/glance/api/v2/model/metadef_property_item_type.py
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/source/icehouse.rst
Not-Configuration,https://github.com/openstack/puppet-octavia/blob/master/spec/spec_helper_acceptance.rb
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/notes/image-tasks-api-f21b42eab91c2079.yaml
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/common/db/redis/models.py
Not-Configuration,https://github.com/openstack/kayobe/blob/master/releasenotes/notes/centos-ipa-images-60dde12f2b4f4f8c.yaml
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/lib/puppet/type/nova_service.rb
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/notes/bp-global-default-service-region-0cafecaafa1af5be.yaml
Not-Configuration,https://github.com/openstack/solum/blob/master/solum/tests/api/controllers/v1/test_operation.py
Not-Configuration,https://github.com/openstack/microversion-parse/blob/master/microversion_parse/tests/test_webob.py
Not-Configuration,https://github.com/openstack/puppet-octavia/blob/master/spec/classes/octavia_wsgi_apache_spec.rb
Not-Configuration,https://github.com/openstack/oslo-specs/blob/master/doc/source/readme.rst
Not-Configuration,https://github.com/openstack/sahara-specs/blob/master/specs/kilo/spark-cleanup.rst
Not-Configuration,https://github.com/openstack/glance/blob/master/releasenotes/source/xena.rst
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/get-limits-c383c512f8e01873.yaml
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/tests/util/utils.py
Not-Configuration,https://github.com/openstack/python-ironicclient/blob/master/releasenotes/source/pike.rst
Not-Configuration,https://github.com/openstack/murano/blob/master/releasenotes/source/victoria.rst
Not-Configuration,https://github.com/openstack/magnum/blob/master/releasenotes/source/xena.rst
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/openstack/common/tag.py
Not-Configuration,https://github.com/openstack/keystone/blob/master/releasenotes/notes/bug-1806713-cf5feab23fc78a23.yaml
Not-Configuration,https://github.com/openstack/heat-cfnclient/blob/master/doc/source/man/heat-watch.rst
Not-Configuration,https://github.com/openstack/sahara-specs/blob/master/doc/source/redirect.py
Not-Configuration,https://github.com/openstack/sahara/blob/master/sahara/tests/README.rst
Not-Configuration,https://github.com/openstack/ui-cookiecutter/blob/master/test-requirements.txt
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/notes/bug-1595913-5f0cd019b7c2173a.yaml
Not-Configuration,https://github.com/openstack/octavia/blob/master/octavia/db/migration/alembic_migrations/versions/fc5582da7d8a_create_amphora_build_rate_limit_tables.py
Not-Configuration,https://github.com/openstack/ovn-octavia-provider/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/puppet-heat/blob/master/spec/classes/heat_clients_zaqar_spec.rb
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1717130-029211b60f74b4c4.yaml
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/doc/source/cli/_hidden/user.rst
Not-Configuration,https://github.com/openstack/puppet-horizon/blob/master/releasenotes/notes/multiple-log_handlers-5b7157cb351f0bec.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/fix-oneview-periodics-0f535fe7a0ad83cd.yaml
Not-Configuration,https://github.com/openstack/puppet-tripleo/blob/master/releasenotes/notes/start-httpd-step3-and-4-2bd7be9e1429ef6d.yaml
Not-Configuration,https://github.com/openstack/python-neutronclient/blob/master/HACKING.rst
Not-Configuration,https://github.com/openstack/mistral/blob/master/mistral/lang/types.py
Not-Configuration,https://github.com/openstack/os-vif/blob/master/releasenotes/source/rocky.rst
Not-Configuration,https://github.com/openstack/keystone-specs/blob/master/specs/keystonemiddleware/kilo/audit-middleware.rst
Not-Configuration,https://github.com/openstack/nova/blob/master/nova/api/openstack/compute/hypervisors.py
Not-Configuration,https://github.com/openstack/patrole/blob/master/releasenotes/notes/nova_volume_client-75e153a1c84e4ff8.yaml
Not-Configuration,https://github.com/openstack/python-troveclient/blob/master/troveclient/v1/storage.py
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/releasenotes/notes/add-two-fields-to-duplicated-entry-exception-75b0e07c6e1cc6ae.yaml
Not-Configuration,https://github.com/openstack/horizon/blob/master/horizon/middleware/base.py
Not-Configuration,https://github.com/openstack/manila/blob/master/releasenotes/source/yoga.rst
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/lib/services/compute/security_group_default_rules_client.py
Not-Configuration,https://github.com/openstack/puppet-neutron/blob/master/spec/classes/neutron_quota_spec.rb
Not-Configuration,https://github.com/openstack/searchlight/blob/master/releasenotes/notes/bug-1568923-add-size-from-4dd681d72bc0ef6c.yaml
Not-Configuration,https://github.com/openstack/oslo.middleware/blob/master/oslo_middleware/version.py
Not-Configuration,https://github.com/openstack/puppet-tripleo/blob/master/spec/classes/tripleo_masquerade_networks_spec.rb
Not-Configuration,https://github.com/openstack/python-troveclient/blob/master/troveclient/tests/test_client.py
Not-Configuration,https://github.com/openstack/kuryr-kubernetes/blob/master/contrib/sctp_client.py
Not-Configuration,https://github.com/openstack/puppet-ceilometer/blob/master/releasenotes/notes/warn-deprecated-ceilometer-api-77c2744e31644c5e.yaml
Not-Configuration,https://github.com/openstack/puppet-oslo/blob/master/releasenotes/source/victoria.rst
Not-Configuration,https://github.com/openstack/tripleo-common/blob/master/tripleo_common/utils/common.py
Not-Configuration,https://github.com/openstack/python-glanceclient/blob/master/releasenotes/notes/pike-relnote-2c77b01aa8799f35.yaml
Not-Configuration,https://github.com/openstack/puppet-vswitch/blob/master/lib/facter/pci_address.rb
Not-Configuration,https://github.com/openstack/freezer-web-ui/blob/master/disaster_recovery/models.py
Not-Configuration,https://github.com/openstack/oslo.limit/blob/master/releasenotes/source/victoria.rst
Not-Configuration,https://github.com/openstack/horizon/blob/master/horizon/static/framework/widgets/table/hz-no-items.directive.spec.js
Not-Configuration,https://github.com/openstack/reviewstats/blob/master/test-requirements.txt
Not-Configuration,https://github.com/openstack/manila/blob/master/manila/db/migrations/alembic/versions/478c445d8d3e_add_security_service_update_control_fields.py
Not-Configuration,https://github.com/openstack/os-vif/blob/master/doc/source/reference/glossary.rst
Not-Configuration,https://github.com/openstack/goal-tools/blob/master/goal_tools/who_helped/team.py
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/tests/lib/services/volume/v3/test_quota_classes_client.py
Not-Configuration,https://github.com/openstack/puppet-heat/blob/master/spec/classes/heat_clients_glance_spec.rb
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/common/identifier.py
Not-Configuration,https://github.com/openstack/keystoneauth/blob/master/requirements.txt
Not-Configuration,https://github.com/openstack/tempest/blob/master/REVIEWING.rst
Not-Configuration,https://github.com/openstack/ceilometer/blob/master/releasenotes/notes/drop-py-2-7-87352d5763131c13.yaml
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/volume_type/models.py
Not-Configuration,https://github.com/openstack/pbr/doc/blob/master/source/user/packagers.rst
Not-Configuration,https://github.com/openstack/puppet-rally/blob/master/releasenotes/source/yoga.rst
Not-Configuration,https://github.com/openstack/ironic-python-agent/blob/master/releasenotes/source/rocky.rst
Not-Configuration,https://github.com/openstack/kayobe/blob/master/releasenotes/notes/pip_proxy-6c6022b6566dae69.yaml
Not-Configuration,https://github.com/openstack/tempest/blob/master/releasenotes/notes/add-force-detach-volume-to-volumes-client-library-b2071f2954f8e8b1.yaml
Not-Configuration,https://github.com/openstack/puppet-watcher/blob/master/releasenotes/notes/openstack_db_tag-8c7bcab4734ad950.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/ironic-11-prelude-6dae469633823f8d.yaml
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/releasenotes/notes/db-oslo-449552b2d0b9e9fd.yaml
Not-Configuration,https://github.com/openstack/watcher/blob/master/watcher/tests/api/v1/test_root.py
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/spec/classes/nova_db_sync_api_spec.rb
Not-Configuration,https://github.com/openstack/puppet-openstack-cookiecutter/blob/master/puppet-{{cookiecutter.project_name}}/spec/classes/{{cookiecutter.project_name}}_keystone_auth_spec.rb
Not-Configuration,https://github.com/openstack/puppet-ironic/blob/master/releasenotes/notes/image_download_concurrency-6dddf8f3f0d84479.yaml
Not-Configuration,https://github.com/openstack/os-brick/blob/master/releasenotes/notes/bug-1938870-af85c420d1a108a9.yaml
Not-Configuration,https://github.com/openstack/puppet-ironic/blob/master/releasenotes/notes/drivers-pxe-5ced870285f654ad.yaml
Not-Configuration,https://github.com/openstack/puppet-horizon/blob/master/releasenotes/notes/rename-ssl-params-5c58357688b4850f.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/ironic/db/sqlalchemy/alembic/versions/dd34e1f1303b_add_resource_class_to_node.py
Not-Configuration,https://github.com/openstack/oslo.i18n/blob/master/releasenotes/source/queens.rst
Not-Configuration,https://github.com/openstack/heat/blob/master/releasenotes/notes/nova-quota-resource-84350f0467ce2d40.yaml
Not-Configuration,https://github.com/openstack/glance-specs/blob/master/specs/liberty/approved/metadefs-tags-cli.rst
Not-Configuration,https://github.com/openstack/keystone-specs/blob/master/specs/keystone/kilo/removed-as-of-kilo.rst
Not-Configuration,https://github.com/openstack/python-magnumclient/blob/master/releasenotes/source/victoria.rst
Not-Configuration,https://github.com/openstack/kuryr-kubernetes/blob/master/releasenotes/notes/zuul-v3-native-gates-4ed7698667a7b92e.yaml
Not-Configuration,https://github.com/openstack/glance_store/blob/master/releasenotes/source/yoga.rst
Not-Configuration,https://github.com/openstack/puppet-nova/blob/master/releasenotes/notes/deprecate_auth_strategy-87bf439647037fbd.yaml
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/tests/convergence/framework/message_processor.py
Not-Configuration,https://github.com/openstack/os-ken/blob/master/os_ken/lib/netdevice.py
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/hyperv-uefi-secure-boot-a2a617ac2c313afd.yaml
Not-Configuration,https://github.com/openstack/qa-specs/blob/master/specs/tempest/implemented/tempest-client-scenarios.rst
Not-Configuration,https://github.com/openstack/castellan/blob/master/castellan/common/objects/private_key.py
Not-Configuration,https://github.com/openstack/placement/blob/master/placement/db/constants.py
Not-Configuration,https://github.com/openstack/octavia/blob/master/releasenotes/notes/add-jobboard-based-controller-599279c7cc172e955.yaml
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1524456-9967fac653c91cb2.yaml
Not-Configuration,https://github.com/openstack/nova-specs/blob/master/specs/liberty/approved/hyper-v-cluster.rst
Not-Configuration,https://github.com/openstack/freezer-dr/blob/master/requirements.txt
Not-Configuration,https://github.com/openstack/os-vif/blob/master/doc/source/user/vif-types.rst
Not-Configuration,https://github.com/openstack/puppet-oslo/blob/master/releasenotes/notes/rabbitmq-heartbeat-over-pthread-bc86d8b3a2154613.yaml
Not-Configuration,https://github.com/openstack/designate/blob/master/designate/backend/agent_backend/base.py
Not-Configuration,https://github.com/openstack/puppet-barbican/blob/master/releasenotes/source/newton.rst
Not-Configuration,https://github.com/openstack/pbr/releasenotes/blob/master/notes/deprecate-pyN-requirements-364655c38fa5b780.yaml
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/list_role_assignment_names-0db89f50259d4be2.yaml
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/tests/openstack/neutron/test_neutron_provider_net.py
Not-Configuration,https://github.com/openstack/monasca-persister/blob/master/monasca_persister/tests/test_utils.py
Not-Configuration,https://github.com/openstack/puppet-octavia/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/rally/blob/master/rally/common/db/migrations/versions/2016_04_e654a0648db0_refactor_task_results.py
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/doc/source/cli/command-objects/subnet.rst
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/libvirt-disable-apic-39599bdc2d110a1f.yaml
Not-Configuration,https://github.com/openstack/puppet-mistral/blob/master/releasenotes/notes/heartbeats-98aed300614308da.yaml
Not-Configuration,https://github.com/openstack/masakari-monitors/blob/master/releasenotes/notes/bug-1866660-ef8624f5283b2e5e.yaml
Not-Configuration,https://github.com/openstack/heat/blob/master/releasenotes/notes/zaqar-notification-a4d240bbf31b7440.yaml
Not-Configuration,https://github.com/openstack/tripleo-validations/blob/master/releasenotes/notes/module-documentation-a35b1ef77c3f6847.yaml
Not-Configuration,https://github.com/openstack/neutron-vpnaas/blob/master/releasenotes/notes/drivers-removal-944ce5e75d55b449.yaml
Not-Configuration,https://github.com/openstack/searchlight/blob/master/doc/source/user/usecases.rst
Not-Configuration,https://github.com/openstack/glance/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/manila/blob/master/releasenotes/notes/add-details-to-migration-get-progress-df8b3f2c524db1bd.yaml
Not-Configuration,https://github.com/openstack/horizon/blob/master/horizon/static/framework/util/util.module.js
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/cadf-notifications-6c102c16090688d5.yaml
Not-Configuration,https://github.com/openstack/octavia/blob/master/releasenotes/notes/fix-nf_conntrack_buckets-sysctl-75ae6dbb9d052863.yaml
Not-Configuration,https://github.com/openstack/designate/blob/master/designate/objects/blacklist.py
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/lib/services/identity/v3/project_tags_client.py
Not-Configuration,https://github.com/openstack/sahara-tests/blob/master/etc/scenario/gate/credentials_s3.yaml.mako
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/bug-1739646-enforce_volume_backed_for_zero_disk_flavor-b36a6eb4fa8b2964.yaml
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/doc/source/user/resources/network/v2/ipsec_site_connection.rst
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/source/newton.rst
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/idrac-uefi-boot-mode-86f4694b4247a1ca.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/source/victoria.rst
Not-Configuration,https://github.com/openstack/puppet-glance/blob/master/releasenotes/notes/fix_log_dir_documentation-0e2dcaf9a5d5c58c.yaml
Not-Configuration,https://github.com/openstack/heat-specs/blob/master/specs/kilo/convergence-concurrent-workflow.rst
Not-Configuration,https://github.com/openstack/puppet-rally/blob/master/doc/requirements.txt
Not-Configuration,https://github.com/openstack/osc-lib/blob/master/osc_lib/i18n.py
Not-Configuration,https://github.com/openstack/oslo.db/blob/master/oslo_db/tests/sqlalchemy/base.py
Not-Configuration,https://github.com/openstack/rally/blob/master/doc/feature_request/production_ready_cleanup.rst
Not-Configuration,https://github.com/openstack/masakari-monitors/blob/master/releasenotes/notes/pythonize-monitors-081e74dfaf78fe99.yaml
Not-Configuration,https://github.com/openstack/python-novaclient/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/performance-docs/blob/master/doc/source/test_results/hardware_features/hardware_offloads/test_results.rst
Not-Configuration,https://github.com/openstack/tripleo-common/blob/master/releasenotes/notes/ironic-rescue-ce08f432ccdcece4.yaml
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/compute-quota-set-e664412d089945d2.yaml
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/source/xena.rst
Not-Configuration,https://github.com/openstack/puppet-ironic/blob/master/releasenotes/notes/agent-params-108552435cb995be.yaml
Not-Configuration,https://github.com/openstack/python-manilaclient/blob/master/manilaclient/exceptions.py
Not-Configuration,https://github.com/openstack/puppet-tacker/blob/master/spec/spec_helper_acceptance.rb
Not-Configuration,https://github.com/openstack/futurist/blob/master/releasenotes/source/rocky.rst
Not-Configuration,https://github.com/openstack/magnum/blob/master/contrib/drivers/dcos_centos_v1/monitor.py
Not-Configuration,https://github.com/openstack/masakari-monitors/blob/master/releasenotes/notes/deprecate-processmonitor-95c8aefbc749c1ed.yaml
Not-Configuration,https://github.com/openstack/patrole/blob/master/releasenotes/source/v0.1.0.rst
Not-Configuration,https://github.com/openstack/nova-specs/blob/master/specs/victoria/approved/nova-audit.rst
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/remove-ceph-afff3cd8775e3a41.yaml
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/api/openstack/v1/resources.py
Not-Configuration,https://github.com/openstack/python-saharaclient/blob/master/doc/source/cli/reference.rst
Not-Configuration,https://github.com/openstack/python-keystoneclient/blob/master/keystoneclient/v3/services.py
Not-Configuration,https://github.com/openstack/magnum-ui/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/oslo.cache/blob/master/releasenotes/notes/bug-1819957-ccff6b0ec9d1cbf2.yaml
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/add-mysql-ceilometer-backend-9ffdc4c0495fb801.yaml
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/remove-neutron-sfc-agent-181ec5dbc52ac1da.yaml
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/scenario/README.rst
Not-Configuration,https://github.com/openstack/releases/blob/master/doc/source/mitaka/schedule.rst
Not-Configuration,https://github.com/openstack/python-mistralclient/blob/master/mistralclient/i18n.py
Not-Configuration,https://github.com/openstack/cloudkitty/blob/master/cloudkitty/writer/csv_map.py
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/releasenotes/notes/remove-novaclient-3f8d4db20d5f9582.yaml
Not-Configuration,https://github.com/openstack/os-vif/blob/master/releasenotes/source/victoria.rst
Not-Configuration,https://github.com/openstack/keystone/blob/master/keystone/common/json_home.py
Not-Configuration,https://github.com/openstack/puppet-neutron/blob/master/spec/spec_helper.rb
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/reworked-nova-manage-db-commands-b958b0a41a4004a6.yaml
Not-Configuration,https://github.com/openstack/tenks/blob/master/releasenotes/notes/virtualbmc-module-f9d40eb9198ca8c0.yaml
Not-Configuration,https://github.com/openstack/python-adjutantclient/blob/master/adjutantclient/v1/tokens.py
Not-Configuration,https://github.com/openstack/tacker/blob/master/requirements.txt
Not-Configuration,https://github.com/openstack/glance-specs/blob/master/specs/liberty/approved/migrate-replicator-to-requests.rst
Not-Configuration,https://github.com/openstack/mistral/blob/master/mistral/utils/safe_yaml.py
Not-Configuration,https://github.com/openstack/puppet-manila/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/qa-specs/blob/master/specs/tempest/fuzzy-test.rst
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/doc/source/cli/command-objects/network_segment_range.rst
Not-Configuration,https://github.com/openstack/tacker/blob/master/tacker/vnfm/monitor_drivers/abstract_driver.py
Not-Configuration,https://github.com/openstack/puppet-mistral/blob/master/releasenotes/notes/log-json-50d88f4669a867be.yaml
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/releasenotes/notes/revert-review-400408-4999a9159689c0c5.yaml
Not-Configuration,https://github.com/openstack/heat-translator/blob/master/translator/osc/v1/tests/fakes.py
Not-Configuration,https://github.com/openstack/octavia/blob/master/releasenotes/notes/fix-proxyv2-44a7627294922a8e.yaml
Not-Configuration,https://github.com/openstack/murano-agent/blob/master/muranoagent/execution_result.py
Not-Configuration,https://github.com/openstack/python-ironicclient/blob/master/ironicclient/osc/v1/baremetal_chassis.py
Not-Configuration,https://github.com/openstack/kayobe/blob/master/releasenotes/notes/fix-precheck-no-public-net-c0db9168063b6203.yaml
Not-Configuration,https://github.com/openstack/tacker/blob/master/releasenotes/notes/ovs-to-ovn-2f14dcaaa7b186b5.yaml
Not-Configuration,https://github.com/openstack/heat/blob/master/heat/tests/clients/test_ironic_client.py
Not-Configuration,https://github.com/openstack/python-tackerclient/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/octavia/blob/master/releasenotes/notes/volume-based-amphora-9a1899634f5244b0.yaml
Not-Configuration,https://github.com/openstack/python-ironicclient/blob/master/releasenotes/notes/osc-baremetal-driver-raid-properties-159bd57058c0fc0e.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/node-lessee-4fb320a597192742.yaml
Not-Configuration,https://github.com/openstack/tempest/blob/master/tempest/api/image/v1/test_image_members_negative.py
Not-Configuration,https://github.com/openstack/keystone/blob/master/releasenotes/notes/add-bootstrap-cli-192500228cc6e574.yaml
Not-Configuration,https://github.com/openstack/python-tackerclient/blob/master/releasenotes/source/xena.rst
Not-Configuration,https://github.com/openstack/cyborg/blob/master/cyborg/common/paths.py
Not-Configuration,https://github.com/openstack/neutron-lib/blob/master/releasenotes/source/wallaby.rst
Not-Configuration,https://github.com/openstack/mistral/blob/master/releasenotes/notes/http-proxy-to-wsgi-oslo-middleware-f66f1b9533ea1e8a.yaml
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/add-iso-suffix-557a4fc4382fd7f3.yaml
Not-Configuration,https://github.com/openstack/python-keystoneclient/blob/master/keystoneclient/fixture/exception.py
Not-Configuration,https://github.com/openstack/python-tackerclient/blob/master/test-requirements.txt
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/versioned-notifications-423f4d8d2a3992c6.yaml
Not-Configuration,https://github.com/openstack/monasca-agent/blob/master/CONTRIBUTING.rst
Not-Configuration,https://github.com/openstack/python-ironicclient/blob/master/ironicclient/common/http.py
Not-Configuration,https://github.com/openstack/i18n/blob/master/doc/source/ptl.rst
Not-Configuration,https://github.com/openstack/barbican-specs/blob/master/specs/kilo/certificate-order-api.rst
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/newton/Searchlight/Travis_Tripp.txt
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/add-solum-aa448921b2b58989.yaml
Not-Configuration,https://github.com/openstack/oslo.limit/blob/master/releasenotes/source/ussuri.rst
Not-Configuration,https://github.com/openstack/ironic-ui/blob/master/releasenotes/source/newton.rst
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1617384-55c88207115e2a5b.yaml
Not-Configuration,https://github.com/openstack/puppet-octavia/blob/master/releasenotes/source/rocky.rst
Not-Configuration,https://github.com/openstack/validations-libs/blob/master/validations_libs/cli/app.py
Not-Configuration,https://github.com/openstack/cyborg/blob/master/cyborg/api/controllers/v2/devices.py
Not-Configuration,https://github.com/openstack/openstacksdk/blob/master/openstack/compute/v2/availability_zone.py
Not-Configuration,https://github.com/openstack/python-openstackclient/blob/master/releasenotes/notes/bug-1519512-d20f44aca1f9e9b9.yaml
Not-Configuration,https://github.com/openstack/puppet-keystone/blob/master/releasenotes/notes/multi_ldap-975858a46dd622a6.yaml
Not-Configuration,https://github.com/openstack/horizon/blob/master/releasenotes/source/liberty.rst
Not-Configuration,https://github.com/openstack/python-saharaclient/blob/master/releasenotes/notes/osc-apiv2-4079c8cdb839ae42.yaml
Not-Configuration,https://github.com/openstack/tacker/blob/master/releasenotes/source/newton.rst
Not-Configuration,https://github.com/openstack/trove/blob/master/trove/guestagent/module/module_manager.py
Not-Configuration,https://github.com/openstack/python-neutronclient/blob/master/neutronclient/neutron/v2_0/availability_zone.py
Not-Configuration,https://github.com/openstack/python-keystoneclient/blob/master/keystoneclient/v3/contrib/federation/identity_providers.py
Not-Configuration,https://github.com/openstack/ceilometer/blob/master/ceilometer/network/statistics/opencontrail/driver.py
Not-Configuration,https://github.com/openstack/sahara/blob/master/sahara/db/sqlalchemy/model_base.py
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/queens/TC/flwang.txt
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/silence-rbac-deprecation-for-now-779898e720a7bf4e.yaml
Not-Configuration,https://github.com/openstack/tripleo-common/blob/master/releasenotes/notes/octavia-fix-certificates-path-and-content-e8acf1e859e75135.yaml
Not-Configuration,https://github.com/openstack/barbican/blob/master/barbican/objects/secret_acl_user.py
Not-Configuration,https://github.com/openstack/glance/blob/master/glance/tests/var/privatekey.key
Not-Configuration,https://github.com/openstack/sahara-tests/blob/master/sahara_tests/scenario/custom_checks/check_scale.py
Not-Configuration,https://github.com/openstack/cyborg/blob/master/cyborg/accelerator/common/utils.py
Not-Configuration,https://github.com/openstack/puppet-ironic/blob/master/releasenotes/notes/system_scope-nova-52a51f6b7863a8b7.yaml
Not-Configuration,https://github.com/openstack/sahara/blob/master/sahara/db/migration/alembic_migrations/versions/013_volumes_availability_zone.py
Not-Configuration,https://github.com/openstack/nova/blob/master/releasenotes/notes/placement-claims-844540aa7bf52b33.yaml
Not-Configuration,https://github.com/openstack/mistral/blob/master/mistral/api/controllers/v2/root.py
Not-Configuration,https://github.com/openstack/python-tripleoclient/blob/master/releasenotes/notes/remove-overcloud-failures-90e18749b7b8c960.yaml
Not-Configuration,https://github.com/openstack/automaton/blob/master/README.rst
Not-Configuration,https://github.com/openstack/freezer/blob/master/CREDITS.rst
Not-Configuration,https://github.com/openstack/zaqar/blob/master/releasenotes/notes/delete_messages_with_claim_ids-64bb8105de3768b1.yaml
Not-Configuration,https://github.com/openstack/cloudkitty/blob/master/cloudkitty/storage/v1/sqlalchemy/alembic/versions/307430ab38bc_improve_qty_precision.py
Not-Configuration,https://github.com/openstack/tempest/blob/master/releasenotes/notes/16/16.0.0-add-list-glance-api-versions-ec5fc8081fc8a0ae.yaml
Not-Configuration,https://github.com/openstack/barbican/blob/master/api-guide/source/secrets.rst
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/releasenotes/notes/dns-deprecation-368bffb284ea97e5.yaml
Not-Configuration,https://github.com/openstack/oslo.versionedobjects/blob/master/oslo_versionedobjects/_utils.py
Not-Configuration,https://github.com/openstack/ironic/blob/master/releasenotes/notes/idrac-remove-commit_required-d9ea849e8f5e78e2.yaml
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/remove-vitrage-collector-ed76366b9bb6e8e8.yaml
Not-Configuration,https://github.com/openstack/kolla/blob/master/releasenotes/notes/debian-buster-7bd8be7ec4ce0d13.yaml
Not-Configuration,https://github.com/openstack/arch-design/blob/master/doc/source/design-compute/design-compute-overcommit.rst
Not-Configuration,https://github.com/openstack/puppet-designate/blob/master/releasenotes/notes/pymysql-e57bf1f0289dd426.yaml
Not-Configuration,https://github.com/openstack/barbican/blob/master/releasenotes/notes/barbican-status-upgrade-check-framework-9df56289b1d91ba4.yaml
Not-Configuration,https://github.com/openstack/puppet-heat/blob/master/releasenotes/notes/rabbit-connection-params-deprecation-d3d5fdcbcc1f4c5d.yaml
Not-Configuration,https://github.com/openstack/puppet-manila/blob/master/spec/classes/manila_wsgi_uwsgi_spec.rb
Not-Configuration,https://github.com/openstack/patrole/blob/master/releasenotes/notes/agents-ca4a5e232ce242a5.yaml
Not-Configuration,https://github.com/openstack/manila/blob/master/doc/source/contributor/manila.rst
Not-Configuration,https://github.com/openstack/election/blob/master/candidates/ocata/Chef_OpenStack/sc`.txt
Not-Configuration,https://github.com/openstack/bifrost/blob/master/releasenotes/notes/copy-from-remove-7bcd4968a80cdbcf.yaml
Not-Configuration,https://github.com/openstack/mistral/blob/master/mistral/db/sqlalchemy/model_base.py
Not-Configuration,https://github.com/openstack/osc-placement/blob/master/releasenotes/notes/microversion-1.16-alloc-candidates-limit-8310675ecc99a82a.yaml
Not-Configuration,https://github.com/openstack/puppet-tripleo/blob/master/releasenotes/notes/fix-odl-haproxy-check-ce000de26141fa7e.yaml
Not-Configuration,https://github.com/openstack/python-octaviaclient/blob/master/doc/requirements.txt
