Category ,Link
Conf-Externals,https://github.com/openstack/swift/blob/master/etc/object-server.conf-sample
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/mariadb/values.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-FileUpload/XStatic-Angular-FileUpload.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-hardening/blob/master/vars/debian.yml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-application-catalog/blob/master/recipes/server.rb
Conf-Externals,https://github.com/openstack/barbican/blob/master/etc/barbican/api_audit_map.conf
Conf-Externals,https://github.com/openstack/barbican/blob/master/etc/barbican/barbican-functional.conf
Conf-Reader,https://github.com/openstack/zun/blob/master/zun/db/migration.py
Conf-ServiceOperations,https://github.com/openstack/i18n/blob/master/tools/check-zanata-users-list.sh
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/roles/dell-switch/defaults/main.yml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/manila.yml.example
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-python_venv_build/blob/master/defaults/main.yml
Conf-Externals,https://github.com/openstack/osops/blob/master/example-configs/MIT_CSAIL/compute/etc/neutron/l3_agent.ini
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/ec2-api/ec2-api.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cyborg/tasks/pull.yml
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-qdrouterd/blob/master/vars/ubuntu.yml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-block-storage/blob/master/recipes/volume_driver_lvm.rb
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-gateway/blob/master/templates/mitaka/openvswitch_agent.ini
Conf-Declaration,github.com/openstack/monasca-persister/blob/master/monasca_persister/conf/influxdb.py
Conf-Infrastructure-Variables,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml
Conf-Externals,https://github.com/openstack/barbican/blob/master/etc/oslo-config-generator/barbican.conf
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/designate/tasks/main.yml
Conf-Declaration,https://github.com/openstack/networking-generic-switch/blob/master/tempest_plugin/config.py
Conf-Infrastructure-Variables,https://github.com/openstack/tripleo-validations/blob/master/roles/rabbitmq_limits/vars/main.yml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/ceilometer.yml.aio
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/roles/dnf-automatic/defaults/main.yml
Conf-Externals,https://github.com/openstack/barbican/blob/master/etc/oslo-config-generator/policy.conf
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-cloudkittyclient/python-cloudkittyclient.spec.j2
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/keystone.yml.aio
Conf-ServiceOperations,https://github.com/openstack/kayobe/blob/master/dev/overcloud-upgrade.sh
Conf-ServiceOperations,https://github.com/openstack/grenade/blob/master/projects/30_swift/resources.sh
Conf-Reader,github.com/openstack/murano/blob/master/murano/engine/system/agent_listener.py
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/oslo.i18n/oslo.i18n.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-bare-metal/blob/master/recipes/ironic-common.rb
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/yaql/yaql.spec.j2
Conf-Externals,https://github.com/openstack/barbican/blob/master/setup.cfg
Conf-Creation,https://github.com/openstack/devstack/blob/master/tools/install_prereqs.sh
Conf-Reader,https://github.com/openstack/masakari-monitors/blob/master/masakarimonitors/introspectiveinstancemonitor/instance.py
Conf-Externals,https://github.com/openstack/rpm-packaging/blob/master/openstack/os-collect-config/os-collect-config.conf
Conf-Declaration,https://github.com/openstack/masakari-monitors/blob/master/masakarimonitors/conf/api.py
Conf-ServiceOperations,https://github.com/openstack/heat/blob/master/devstack/upgrade/shutdown.sh
Conf-Creation,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/wordpress/db_install.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/elasticsearch/tasks/deploy-containers.yml
Conf-Externals,https://github.com/openstack/cloudkitty/blob/master/etc/oslo-config-generator/cloudkitty.conf
Conf-Infrastructure-Template,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/host/templates/99-hardening.sh
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/mistral/mistral.spec.j2
Conf-Declaration,https://github.com/openstack/mistral/blob/master/mistral/rpc/kombu/kombu_server.py
Conf-Externals,https://github.com/openstack/trove/blob/master/tools/trove-policy-generator.conf
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/zaqar-tempest-plugin/zaqar-tempest-plugin.spec.j2
Conf-ServiceOperations,https://github.com/openstack/grenade/blob/master/projects/10_keystone/resources.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cyborg/tasks/clone.yml
Conf-Infrastructure-Variables,https://github.com/openstack/tripleo-validations/blob/master/roles/package_version/defaults/main.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-Angular-Sanitize/XStatic-Angular-Sanitize.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/seed-hypervisor
Inf-Creation,https://github.com/openstack/mistral/blob/master/tools/config/check_uptodate.sh
Inf-Creation,https://github.com/openstack/puppet-openstack-cookiecutter/blob/master/contrib/bootstrap.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/freezer/tasks/bootstrap_service.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/ceilometer/values.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/qemu-compute_hosts.yml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/roles/arista-switch/defaults/main.yml
Inf-Creation,https://github.com/openstack/loci/blob/master/scripts/install_packages.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/shaker/values.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/openstack-ansible-ops/blob/master/elk_metrics_7x/roles/elastic_logstash/tasks/logstash_arcsight.yml
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-gateway/blob/master/templates/newton/l3_agent.ini
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-openvswitch/blob/master/templates/juno/metadata_agent.ini
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/glance/tasks/deploy.yml
Conf-ServiceOperations,https://github.com/openstack/heat/blob/master/devstack/plugin.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/bifrost/tasks/start.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/helm-toolkit/values.yaml
Conf-Externals,https://github.com/openstack/glance/blob/master/etc/glance-cache.conf
Conf-Infrastructure-Template,github.com/openstack/python-tripleoclient/blob/master/templates/ephemeral-heat/heat.conf.j2
Inf-Creation,https://github.com/openstack/ironic-python-agent-builder/blob/master/tinyipa/build_files/bootlocal.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/prometheus-node-exporter/values.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/charm-percona-cluster/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/renderspec/blob/master/.zuul.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-python_venv_build/blob/master/meta/main.yml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/aodh.yml.example
Conf-Infrastructure-Variables,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/defaults/os.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/influxdb/tasks/config.yml
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-bare-metal/blob/master/recipes/identity_registration.rb
Conf-ServiceOperations,https://github.com/openstack/kayobe/blob/master/dev/install-dev.sh
Conf-Infrastructure-Template,https://github.com/openstack/ansible-role-collect-logs/blob/master/roles/collect_logs/templates/rsync-filter.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/iscsi/tasks/deploy-containers.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/prometheus-openstack-exporter/values.yaml
Conf-Reader,github.com/openstack/murano/blob/master/murano/api/v1/catalog.py
Conf-Externals,https://github.com/openstack/mistral/blob/master/tools/config/config-generator.mistral.conf
Conf-Infrastructure-Setup,https://github.com/openstack/horizon/blob/master/playbooks/horizon-nodejs/pre.yaml
Conf-ServiceOperations,https://github.com/openstack/heat/blob/master/uninstall.sh
Conf-ServiceOperations,https://github.com/openstack/kayobe/blob/master/dev/tenks-teardown-compute.sh
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-swiftclient/python-swiftclient.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/blazar/tasks/deploy-containers.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/oslo.rootwrap/oslo.rootwrap.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-uwsgi/blob/master/vars/redhat.yml
Conf-Infrastructure-Variables,https://github.com/openstack/tripleo-validations/blob/master/roles/undercloud_process_count/defaults/main.yml
Conf-Infrastructure-Template,https://github.com/openstack/ansible-hardening/blob/master/templates/pwquality.conf.j2
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/ceilometer_all.yml
Inf-Creation,https://github.com/openstack/networking-bgpvpn/blob/master/tools/generate_config_file_samples.sh
Conf-Reader,github.com/openstack/murano/blob/master/murano/engine/package_loader.py
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-telemetry/blob/master/recipes/agent-central.rb
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/magnum-ui/magnum-ui.spec.j2
Inf-Creation,https://github.com/openstack/neutron-vpnaas/blob/master/tools/generate_config_file_samples.sh
Conf-Infrastructure-Template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/openrc.sh.template
Conf-Externals,https://github.com/openstack/devstack/blob/master/files/swift/rsyncd.conf
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/tripleo-common/tripleo-common.spec.j2
Conf-Reader,https://github.com/openstack/cloudkitty/blob/master/cloudkitty/common/policy.py
Conf-Creation,https://github.com/openstack/devstack/blob/master/tools/create-stack-user.sh
Conf-Infrastructure-Setup,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/clone_vm/clone_volume.yaml
Conf-Externals,https://github.com/openstack/masakari/blob/master/etc/masakari/masakari-config-generator.conf
Conf-ServiceOperations,https://github.com/openstack/grenade/blob/master/projects/60_nova/shutdown.sh
Conf-Infrastructure-Template,https://github.com/openstack/election/blob/master/openstack_election/templates/tc_campaigning_kickoff.j2
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-troveclient/python-troveclient.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/aodh/tasks/loadbalancer.yml
Conf-Declaration,github.com/openstack/monasca-persister/blob/mastermonasca_persister/conf/kafka_metrics.py
Conf-Infrastructure-Variables,https://github.com/openstack/tripleo-validations/blob/master/roles/undercloud_tokenflush/vars/main.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/galera_all.yml
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/redhat-7.yml
Conf-Creation,https://github.com/openstack/murano-apps/blob/master/MySQL/package/Resources/deployMySql.sh
Conf-Externals,https://github.com/openstack/osops/blob/master/example-configs/MIT_CSAIL/controller/etc/heat/api-paste.ini
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/ironic-inspector/ironic-inspector.spec.j2
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/kolla-openstack/templates/grafana.ini.j2
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/heat-agents/heat-agents.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cloudkitty/tasks/config.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/magnum/values.yaml
Conf-ServiceOperations,https://github.com/openstack/ec2-api/blob/master/devstack/plugin.sh
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/microversion_parse/microversion_parse.spec.j2
Conf-ServiceOperations,https://github.com/openstack/compute-hyperv/blob/master/tools/tox_install.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/ceph-rgw/tasks/reconfigure.yml
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-hardening/blob/master/vars/redhat-7.yml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/roles/ip-allocation/defaults/main.yml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cyborg/tasks/config.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-JQuery-Migrate/XStatic-JQuery-Migrate.spec.j2
Conf-Externals,https://github.com/openstack/swift/blob/master/etc/internal-client.conf-sample
Conf-Externals,https://github.com/openstack/freezer-dr/blob/master/config-generator/freezer-dr.conf
Conf-Externals,https://github.com/openstack/pycadf/blob/master/etc/pycadf/ironic_api_audit_map.conf
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-block-storage/blob/master/recipes/backup.rb
Conf-Infrastructure-Template,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/keystone/templates/keystone-startup.sh.j2
Conf-Infrastructure-Template,https://github.com/openstack/renderspec/blob/master/renderspec/dist-templates/suse.spec.j2
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/monasca-notification/monasca-notification.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/cyborg/values.yaml
Conf-Infrastructure-Template,https://github.com/openstack/charm-ceph-mon/blob/master/hooks/charmhelpers/contrib/hardening/host/templates/99-hardening.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/grafana/tasks/deploy.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/monasca-log-api/monasca-log-api.spec.j2
Conf-Externals,https://github.com/openstack/glance/blob/master/etc/oslo-config-generator/glance-manage.conf
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/designate/tasks/reconfigure.yml
Conf-Declaration,https://github.com/openstack/compute-hyperv/blob/master/compute_hyperv/nova/conf.py
Conf-Reader,https://github.com/openstack/vitrage/blob/master/vitrage/common/config.py
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-systemd_networkd/blob/master/vars/redhat-8.yml
Conf-ServiceOperations,https://github.com/openstack/grenade/blob/master/projects/40_glance/shutdown.sh
Conf-ServiceOperations,https://github.com/openstack/freezer/blob/master/devstack/plugin.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/glance/tasks/deploy-containers.yml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/switches/junos
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.singlebond.example
Conf-Infrastructure-Setup,https://github.com/openstack/devstack-vagrant/blob/master/puppet/manifests/cleanup.pp
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cinder/tasks/reconfigure.yml
Conf-Externals,https://github.com/openstack/pycadf/blob/master/etc/pycadf/nova_api_audit_map.conf
Conf-Externals,https://github.com/openstack/monasca-events-api/blob/master/config-generator/config.conf
Conf-Externals,https://github.com/openstack/freezer-api/blob/master/config-generator/freezer-api.conf
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/openstack_user_config.yml.pod.example
Conf-ServiceOperations,https://github.com/openstack/devstack/blob/master/tools/generate-devstack-plugins-list.sh
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/XStatic-bootswatch/XStatic-bootswatch.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/haproxy/haproxy.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/neutron_agent.yml
Conf-ServiceOperations,https://github.com/openstack/ec2-api/blob/master/tools/update-from-global-requirements.sh
Conf-Infrastructure-Variables,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml
Inf-Creation,https://github.com/openstack/charm-pacemaker-remote/blob/master/pip.sh
Conf-ServiceOperations,https://github.com/openstack/aodh/blob/master/devstack/plugin.sh
Conf-Infrastructure-Variables,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/freezer-tempest-plugin/freezer-tempest-plugin.spec.j2
Conf-ServiceOperations,https://github.com/openstack/ironic/blob/master/devstack/upgrade/resources.sh
Conf-Infrastructure-Variables,https://github.com/openstack/charm-swift-storage/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/network
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-cinderclient/python-cinderclient.spec.j2
Conf-Declaration,https://github.com/openstack/zun/blob/master/zun/conf/availability_zone.py
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/oslo.db/oslo.db.spec.j2
Conf-Externals,https://github.com/openstack/swift/blob/master/etc/account-server.conf-sample
Inf-Creation,https://github.com/openstack/charm-nova-compute/blob/master/hooks/charmhelpers/contrib/openstack/files/check_haproxy_queue_depth.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm/blob/master/placement/values.yaml
Conf-ServiceOperations,https://github.com/openstack/monasca-notification/blob/master/docker/start.sh
Conf-Infrastructure-Variables,https://github.com/openstack/devstack/blob/master/roles/run-devstack/defaults/main.yaml
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/designate.yml.example
Conf-Externals,https://github.com/openstack/swift/blob/master/etc/container-server.conf-sample
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/swift.yml.aio
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/common/tasks/stop.yml
Conf-Infrastructure-Template,https://github.com/openstack/charm-nova-cloud-controller/blob/master/templates/kilo/etc_nova_api-paste.ini
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/validations-libs/validations-libs.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/etcd/values.yaml
Inf-Creation,https://github.com/openstack/openstack-helm-infra/blob/master/tools/deployment/common/daemonjob-controller.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/cyborg/tasks/main.yml
Conf-Infrastructure-Template,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/host/templates/pinerolo_profile.sh
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/heat.yml.aio
Conf-Externals,https://github.com/openstack/networking-odl/blob/master/etc/neutron/plugins/ml2/ml2_conf_odl.ini
Conf-Infrastructure-Setup,https://github.com/openstack/puppet-tacker/blob/master/manifests/deps.pp
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-gateway/blob/master/templates/mitaka/nova.conf
Inf-Creation,https://github.com/openstack/freezer-web-ui/blob/master/tools/with_venv.sh
Inf-Creation,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/configure_config_agent.sh
Conf-Externals,https://github.com/openstack/osops/blob/master/example-configs/MIT_CSAIL/compute/etc/neutron/plugins/ml2/ml2_conf_ofa.ini
Conf-Externals,https://github.com/openstack/glance/blob/master/etc/oslo-config-generator/glance-scrubber.conf
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/certificates/tasks/generate.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/oslosphinx/oslosphinx.spec.j2
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/freezer/tasks/upgrade.yml
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/prometheus-blackbox-exporter/values.yaml
Conf-Externals,https://github.com/openstack/monasca-api/blob/master/config-generator/policy.conf
Conf-ServiceOperations,https://github.com/openstack/kayobe/blob/master/dev/overcloud-deploy.sh
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/barbican.yml.example
Inf-Creation,https://github.com/openstack/charm-openstack-dashboard/blob/master/charmhelpers/contrib/openstack/files/check_haproxy.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/influxdb/tasks/check-containers.yml
Conf-Infrastructure-Setup,https://github.com/openstack/openstack-ansible-galera_server/blob/master/tasks/galera_install_dnf.yml
Conf-Declaration,https://github.com/openstack/glance/blob/master/glance/scrubber.py
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/lockdown/values.yaml
Conf-Reader,github.com/openstack/murano/blob/master/murano/engine/system/heat_stack.py
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-neutronclient/python-neutronclient.spec.j2
Conf-Infrastructure-Template,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/keystone/templates/fernet-node-sync.sh.j2
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/group_vars/all/swift
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/ceph-osd/values.yaml
Conf-Infrastructure-Variables,https://github.com/openstack/kayobe/blob/master/ansible/roles/console-allocation/defaults/main.yml
Conf-Externals,https://github.com/openstack/kuryr-kubernetes/blob/master/etc/oslo-config-generator/kuryr.conf
Conf-Infrastructure-Setup,https://github.com/openstack/horizon/blob/master/playbooks/horizon-devstack-integration/pre.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/elasticsearch/tasks/config.yml
Conf-Infrastructure-Template,https://github.com/openstack/charm-ceph-proxy/blob/master/charmhelpers/contrib/hardening/host/templates/pinerolo_profile.sh
Conf-Reader,https://github.com/openstack/mistral/blob/master/mistral/api/app.py
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/kibana/tasks/pull.yml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/ec2api-tempest-plugin/ec2api-tempest-plugin.spec.j2
Conf-Externals,https://github.com/openstack/rpm-packaging/blob/master/openstack/heat/openstack-heat.defaultconf
Conf-Environment-Access,https://github.com/openstack/horizon/blob/master/openstack_dashboard/conf/default_policies/cinder.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/vmware-nsx/vmware-nsx.spec.j2
Conf-Infrastructure-Variables,https://github.com/openstack/ansible-role-collect-logs/blob/master/infrared_plugin/roles/collect_logs/vars/family-redhat.yml
Conf-Infrastructure-Setup,https://github.com/openstack/openstack-helm-infra/blob/master/nfs-provisioner/Chart.yaml
Conf-Externals,https://github.com/openstack/rpm-packaging/blob/master/openstack/murano/openstack-murano.defaultconf
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/freezer/tasks/clone.yml
Conf-ServiceOperations,https://github.com/openstack/heat/blob/master/install.sh
Conf-Environment-Access,https://github.com/openstack/openstack-ansible/blob/master/etc/openstack_deploy/conf.d/zun.yml.aio
Conf-Infrastructure-Template,https://github.com/openstack/kayobe/blob/master/ansible/roles/veth/templates/ifcfg-peer.j2
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-ansible/blob/master/inventory/group_vars/ceph-rgw.yml
Conf-ServiceOperations,https://github.com/openstack/cinder/blob/master/contrib/block-box/scripts/cinder-api.sh
Conf-Infrastructure-Setup,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/common/tasks/deploy.yml
Conf-Externals,https://github.com/openstack/zun/blob/master/etc/zun/zun-policy-generator.conf
Conf-ServiceOperations,https://github.com/openstack/devstack/blob/master/tools/discover_hosts.sh
Conf-Infrastructure-Variables,https://github.com/openstack/charm-rabbitmq-server/blob/master/charmhelpers/contrib/hardening/defaults/ssh.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/python-solumclient/python-solumclient.spec.j2
Inf-Creation,https://github.com/openstack/tripleo-common/blob/master/container-images/kolla/base/start.sh
Conf-Infrastructure-Template,https://github.com/openstack/charm-neutron-openvswitch/blob/master/templates/juno/fwaas_driver.ini
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/tooz/tooz.spec.j2
Conf-ServiceOperations,https://github.com/openstack/ec2-api/blob/master/install.sh
Inf-Creation,https://github.com/openstack/charm-trilio-horizon-plugin/blob/master/pip.sh
Conf-Infrastructure-Variables,https://github.com/openstack/openstack-helm-infra/blob/master/prometheus-kube-state-metrics/values.yaml
Conf-Infrastructure-Setup,https://github.com/openstack/mistral-extra/blob/master/examples/v2/openstack/clone_vm/boot_vm_from_volume.yaml
Conf-Infrastructure-Template,https://github.com/openstack/rpm-packaging/blob/master/openstack/oslo.utils/oslo.utils.spec.j2
Conf-Reader,https://github.com/openstack/masakari/blob/master/masakari/api/auth.py
Conf-Externals,https://github.com/openstack/heat/blob/master/etc/heat/heat-policy-generator.conf
Conf-Infrastructure-Template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/clouds.yaml.template
Conf-Infrastructure-Variables,https://github.com/openstack/charm-glance/blob/master/charmhelpers/contrib/hardening/defaults/mysql.yaml
Conf-Externals,https://github.com/openstack/ironic-inspector/blob/master/tools/policy-generator.conf
Conf-Externals,https://github.com/openstack/networking-bagpipe/blob/master/etc/oslo-config-generator/dataplane-ipvpn-mpls-ovs.conf
Conf-Infrastructure-Template,https://github.com/openstack/kolla/blob/master/docker/dnsmasq/Dockerfile.j2
Conf-Infrastructure-Setup,https://github.com/openstack/cookbook-openstack-telemetry/blob/master/recipes/setup.rb
